dato,skole,elevdag,laererdag,sfodag,kommentar
2017-05-24,Kvaleberg skole,Ja,Ja,Ja,
2017-05-25,Kvaleberg skole,Nei,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,Kvaleberg skole,Nei,Nei,Ja,Fridag
2017-05-27,Kvaleberg skole,Nei,Nei,Nei,Lørdag
2017-05-28,Kvaleberg skole,Nei,Nei,Nei,Søndag
2017-05-29,Kvaleberg skole,Ja,Ja,Ja,
2017-05-30,Kvaleberg skole,Ja,Ja,Ja,
2017-05-31,Kvaleberg skole,Ja,Ja,Ja,
2017-06-01,Kvaleberg skole,Ja,Ja,Ja,
2017-06-02,Kvaleberg skole,Ja,Ja,Ja,
2017-06-03,Kvaleberg skole,Nei,Nei,Nei,Lørdag
2017-06-04,Kvaleberg skole,Nei,Nei,Nei,1. pinsedag
2017-06-05,Kvaleberg skole,Nei,Nei,Nei,2. pinsedag
2017-06-06,Kvaleberg skole,Ja,Ja,Ja,
2017-06-07,Kvaleberg skole,Ja,Ja,Ja,
2017-06-08,Kvaleberg skole,Ja,Ja,Ja,
2017-06-09,Kvaleberg skole,Ja,Ja,Ja,
2017-06-10,Kvaleberg skole,Nei,Nei,Nei,Lørdag
2017-06-11,Kvaleberg skole,Nei,Nei,Nei,Søndag
2017-06-12,Kvaleberg skole,Ja,Ja,Ja,
2017-06-13,Kvaleberg skole,Ja,Ja,Ja,
2017-06-14,Kvaleberg skole,Ja,Ja,Ja,
2017-06-15,Kvaleberg skole,Ja,Ja,Ja,
2017-06-16,Kvaleberg skole,Ja,Ja,Ja,
2017-06-17,Kvaleberg skole,Nei,Nei,Nei,Lørdag
2017-06-18,Kvaleberg skole,Nei,Nei,Nei,Søndag
2017-06-19,Kvaleberg skole,Ja,Ja,Ja,
2017-06-20,Kvaleberg skole,Ja,Ja,Ja,
2017-06-21,Kvaleberg skole,Ja,Ja,Ja,siste skoledag
2017-06-22,Kvaleberg skole,Nei,Ja,Ja,
2017-06-23,Kvaleberg skole,Nei,Nei,Ja,
2017-06-24,Kvaleberg skole,Nei,Nei,Nei,Lørdag
2017-06-25,Kvaleberg skole,Nei,Nei,Nei,Søndag
2017-06-26,Kvaleberg skole,Nei,Nei,Ja,
2017-06-27,Kvaleberg skole,Nei,Nei,Ja,
2017-06-28,Kvaleberg skole,Nei,Nei,Ja,
2017-06-29,Kvaleberg skole,Nei,Nei,Ja,
2017-06-30,Kvaleberg skole,Nei,Nei,Ja,siste dag - sfo
2017-07-01,Kvaleberg skole,Nei,Nei,Nei,Lørdag
2017-07-02,Kvaleberg skole,Nei,Nei,Nei,Søndag
2017-07-03,Kvaleberg skole,Nei,Nei,Nei,
2017-07-04,Kvaleberg skole,Nei,Nei,Nei,
2017-07-05,Kvaleberg skole,Nei,Nei,Nei,
2017-07-06,Kvaleberg skole,Nei,Nei,Nei,
2017-07-07,Kvaleberg skole,Nei,Nei,Nei,
2017-07-08,Kvaleberg skole,Nei,Nei,Nei,Lørdag
2017-07-09,Kvaleberg skole,Nei,Nei,Nei,Søndag
2017-07-10,Kvaleberg skole,Nei,Nei,Nei,
2017-07-11,Kvaleberg skole,Nei,Nei,Nei,
2017-07-12,Kvaleberg skole,Nei,Nei,Nei,
2017-07-13,Kvaleberg skole,Nei,Nei,Nei,
2017-07-14,Kvaleberg skole,Nei,Nei,Nei,
2017-07-15,Kvaleberg skole,Nei,Nei,Nei,Lørdag
2017-07-16,Kvaleberg skole,Nei,Nei,Nei,Søndag
2017-07-17,Kvaleberg skole,Nei,Nei,Nei,
2017-07-18,Kvaleberg skole,Nei,Nei,Nei,
2017-07-19,Kvaleberg skole,Nei,Nei,Nei,
2017-07-20,Kvaleberg skole,Nei,Nei,Nei,
2017-07-21,Kvaleberg skole,Nei,Nei,Nei,
2017-07-22,Kvaleberg skole,Nei,Nei,Nei,Lørdag
2017-07-23,Kvaleberg skole,Nei,Nei,Nei,Søndag
2017-07-24,Kvaleberg skole,Nei,Nei,Nei,
2017-07-25,Kvaleberg skole,Nei,Nei,Nei,
2017-07-26,Kvaleberg skole,Nei,Nei,Nei,
2017-07-27,Kvaleberg skole,Nei,Nei,Nei,
2017-07-28,Kvaleberg skole,Nei,Nei,Nei,
2017-07-29,Kvaleberg skole,Nei,Nei,Nei,Lørdag
2017-07-30,Kvaleberg skole,Nei,Nei,Nei,Søndag
2017-07-31,Kvaleberg skole,Nei,Nei,Nei,
2016-08-01,Kvernevik skole,Nei,Nei,Nei,Planleggingsdag
2016-08-02,Kvernevik skole,Nei,Nei,Ja,første dag - sfo
2016-08-03,Kvernevik skole,Nei,Nei,Ja,
2016-08-04,Kvernevik skole,Nei,Nei,Ja,
2016-08-05,Kvernevik skole,Nei,Nei,Ja,
2016-08-06,Kvernevik skole,Nei,Nei,Nei,Lørdag
2016-08-07,Kvernevik skole,Nei,Nei,Nei,Søndag
2016-08-08,Kvernevik skole,Nei,Nei,Ja,
2016-08-09,Kvernevik skole,Nei,Nei,Ja,
2016-08-10,Kvernevik skole,Nei,Nei,Ja,
2016-08-11,Kvernevik skole,Nei,Nei,Ja,
2016-08-12,Kvernevik skole,Nei,Nei,Ja,
2016-08-13,Kvernevik skole,Nei,Nei,Nei,Lørdag
2016-08-14,Kvernevik skole,Nei,Nei,Nei,Søndag
2016-08-15,Kvernevik skole,Nei,Ja,Nei,Planleggingsdag
2016-08-16,Kvernevik skole,Nei,Ja,Ja,Planleggingsdag
2016-08-17,Kvernevik skole,Nei,Ja,Ja,Planleggingsdag
2016-08-18,Kvernevik skole,Ja,Ja,Ja,første skoledag
2016-08-19,Kvernevik skole,Ja,Ja,Ja,
2016-08-20,Kvernevik skole,Nei,Nei,Nei,Lørdag
2016-08-21,Kvernevik skole,Nei,Nei,Nei,Søndag
2016-08-22,Kvernevik skole,Ja,Ja,Ja,
2016-08-23,Kvernevik skole,Ja,Ja,Ja,
2016-08-24,Kvernevik skole,Ja,Ja,Ja,
2016-08-25,Kvernevik skole,Ja,Ja,Ja,
2016-08-26,Kvernevik skole,Ja,Ja,Ja,
2016-08-27,Kvernevik skole,Nei,Nei,Nei,Lørdag
2016-08-28,Kvernevik skole,Nei,Nei,Nei,Søndag
2016-08-29,Kvernevik skole,Ja,Ja,Ja,
2016-08-30,Kvernevik skole,Ja,Ja,Ja,
2016-08-31,Kvernevik skole,Ja,Ja,Ja,
2016-09-01,Kvernevik skole,Ja,Ja,Ja,
2016-09-02,Kvernevik skole,Ja,Ja,Ja,
2016-09-03,Kvernevik skole,Nei,Nei,Nei,Lørdag
2016-09-04,Kvernevik skole,Nei,Nei,Nei,Søndag
2016-09-05,Kvernevik skole,Ja,Ja,Ja,
2016-09-06,Kvernevik skole,Ja,Ja,Ja,
2016-09-07,Kvernevik skole,Ja,Ja,Ja,
2016-09-08,Kvernevik skole,Ja,Ja,Ja,
2016-09-09,Kvernevik skole,Ja,Ja,Ja,
2016-09-10,Kvernevik skole,Nei,Nei,Nei,Lørdag
2016-09-11,Kvernevik skole,Nei,Nei,Nei,Søndag
2016-09-12,Kvernevik skole,Ja,Ja,Ja,
2016-09-13,Kvernevik skole,Ja,Ja,Ja,
2016-09-14,Kvernevik skole,Ja,Ja,Ja,
2016-09-15,Kvernevik skole,Ja,Ja,Ja,
2016-09-16,Kvernevik skole,Ja,Ja,Ja,
2016-09-17,Kvernevik skole,Nei,Nei,Nei,Lørdag
2016-09-18,Kvernevik skole,Nei,Nei,Nei,Søndag
2016-09-19,Kvernevik skole,Ja,Ja,Ja,
2016-09-20,Kvernevik skole,Ja,Ja,Ja,
2016-09-21,Kvernevik skole,Ja,Ja,Ja,
2016-09-22,Kvernevik skole,Ja,Ja,Ja,
2016-09-23,Kvernevik skole,Ja,Ja,Ja,
2016-09-24,Kvernevik skole,Nei,Nei,Nei,Lørdag
2016-09-25,Kvernevik skole,Nei,Nei,Nei,Søndag
2016-09-26,Kvernevik skole,Ja,Ja,Ja,
2016-09-27,Kvernevik skole,Ja,Ja,Ja,
2016-09-28,Kvernevik skole,Ja,Ja,Ja,
2016-09-29,Kvernevik skole,Ja,Ja,Ja,
2016-09-30,Kvernevik skole,Ja,Ja,Ja,
2016-10-01,Kvernevik skole,Nei,Nei,Nei,Lørdag
2016-10-02,Kvernevik skole,Nei,Nei,Nei,Søndag
2016-10-03,Kvernevik skole,Ja,Ja,Ja,
2016-10-04,Kvernevik skole,Ja,Ja,Ja,
2016-10-05,Kvernevik skole,Ja,Ja,Ja,
2016-10-06,Kvernevik skole,Ja,Ja,Ja,
2016-10-07,Kvernevik skole,Ja,Ja,Ja,
2016-10-08,Kvernevik skole,Nei,Nei,Nei,Lørdag
2016-10-09,Kvernevik skole,Nei,Nei,Nei,Søndag
2016-10-10,Kvernevik skole,Nei,Nei,Ja,Høstferie
2016-10-11,Kvernevik skole,Nei,Nei,Ja,Høstferie
2016-10-12,Kvernevik skole,Nei,Nei,Ja,Høstferie
2016-10-13,Kvernevik skole,Nei,Nei,Ja,Høstferie
2016-10-14,Kvernevik skole,Nei,Nei,Ja,Høstferie
2016-10-15,Kvernevik skole,Nei,Nei,Nei,Lørdag
2016-10-16,Kvernevik skole,Nei,Nei,Nei,Søndag
2016-10-17,Kvernevik skole,Ja,Ja,Ja,
2016-10-18,Kvernevik skole,Ja,Ja,Ja,
2016-10-19,Kvernevik skole,Ja,Ja,Ja,
2016-10-20,Kvernevik skole,Ja,Ja,Ja,
2016-10-21,Kvernevik skole,Ja,Ja,Ja,
2016-10-22,Kvernevik skole,Nei,Nei,Nei,Lørdag
2016-10-23,Kvernevik skole,Nei,Nei,Nei,Søndag
2016-10-24,Kvernevik skole,Ja,Ja,Ja,
2016-10-25,Kvernevik skole,Ja,Ja,Ja,
2016-10-26,Kvernevik skole,Ja,Ja,Ja,
2016-10-27,Kvernevik skole,Ja,Ja,Ja,
2016-10-28,Kvernevik skole,Ja,Ja,Ja,
2016-10-29,Kvernevik skole,Nei,Nei,Nei,Lørdag
2016-10-30,Kvernevik skole,Nei,Nei,Nei,Søndag
2016-10-31,Kvernevik skole,Ja,Ja,Ja,
2016-11-01,Kvernevik skole,Ja,Ja,Ja,
2016-11-02,Kvernevik skole,Ja,Ja,Ja,
2016-11-03,Kvernevik skole,Ja,Ja,Ja,
2016-11-04,Kvernevik skole,Ja,Ja,Ja,
2016-11-05,Kvernevik skole,Nei,Nei,Nei,Lørdag
2016-11-06,Kvernevik skole,Nei,Nei,Nei,Søndag
2016-11-07,Kvernevik skole,Ja,Ja,Ja,
2016-11-08,Kvernevik skole,Ja,Ja,Ja,
2016-11-09,Kvernevik skole,Ja,Ja,Ja,
2016-11-10,Kvernevik skole,Ja,Ja,Ja,
2016-11-11,Kvernevik skole,Ja,Ja,Ja,
2016-11-12,Kvernevik skole,Nei,Nei,Nei,Lørdag
2016-11-13,Kvernevik skole,Nei,Nei,Nei,Søndag
2016-11-14,Kvernevik skole,Ja,Ja,Ja,
2016-11-15,Kvernevik skole,Ja,Ja,Ja,
2016-11-16,Kvernevik skole,Ja,Ja,Ja,
2016-11-17,Kvernevik skole,Ja,Ja,Ja,
2016-11-18,Kvernevik skole,Nei,Ja,Nei,Planleggingsdag
2016-11-19,Kvernevik skole,Nei,Nei,Nei,Lørdag
2016-11-20,Kvernevik skole,Nei,Nei,Nei,Søndag
2016-11-21,Kvernevik skole,Ja,Ja,Ja,
2016-11-22,Kvernevik skole,Ja,Ja,Ja,
2016-11-23,Kvernevik skole,Ja,Ja,Ja,
2016-11-24,Kvernevik skole,Ja,Ja,Ja,
2016-11-25,Kvernevik skole,Ja,Ja,Ja,
2016-11-26,Kvernevik skole,Nei,Nei,Nei,Lørdag
2016-11-27,Kvernevik skole,Nei,Nei,Nei,Søndag
2016-11-28,Kvernevik skole,Ja,Ja,Ja,
2016-11-29,Kvernevik skole,Ja,Ja,Ja,
2016-11-30,Kvernevik skole,Ja,Ja,Ja,
2016-12-01,Kvernevik skole,Ja,Ja,Ja,
2016-12-02,Kvernevik skole,Ja,Ja,Ja,
2016-12-03,Kvernevik skole,Nei,Nei,Nei,Lørdag
2016-12-04,Kvernevik skole,Nei,Nei,Nei,Søndag
2016-12-05,Kvernevik skole,Ja,Ja,Ja,
2016-12-06,Kvernevik skole,Ja,Ja,Ja,
2016-12-07,Kvernevik skole,Ja,Ja,Ja,
2016-12-08,Kvernevik skole,Ja,Ja,Ja,
2016-12-09,Kvernevik skole,Ja,Ja,Ja,
2016-12-10,Kvernevik skole,Nei,Nei,Nei,Lørdag
2016-12-11,Kvernevik skole,Nei,Nei,Nei,Søndag
2016-12-12,Kvernevik skole,Ja,Ja,Ja,
2016-12-13,Kvernevik skole,Ja,Ja,Ja,
2016-12-14,Kvernevik skole,Ja,Ja,Ja,
2016-12-15,Kvernevik skole,Ja,Ja,Ja,
2016-12-16,Kvernevik skole,Ja,Ja,Ja,
2016-12-17,Kvernevik skole,Nei,Nei,Nei,Lørdag
2016-12-18,Kvernevik skole,Nei,Nei,Nei,Søndag
2016-12-19,Kvernevik skole,Ja,Ja,Ja,
2016-12-20,Kvernevik skole,Ja,Ja,Ja,
2016-12-21,Kvernevik skole,Ja,Ja,Ja,
2016-12-22,Kvernevik skole,Nei,Nei,Ja,Juleferie
2016-12-23,Kvernevik skole,Nei,Nei,Nei,Juleferie
2016-12-24,Kvernevik skole,Nei,Nei,Nei,Lørdag
2016-12-25,Kvernevik skole,Nei,Nei,Nei,1. juledag
2016-12-26,Kvernevik skole,Nei,Nei,Nei,2. juledag
2016-12-27,Kvernevik skole,Nei,Nei,Ja,Juleferie
2016-12-28,Kvernevik skole,Nei,Nei,Ja,Juleferie
2016-12-29,Kvernevik skole,Nei,Nei,Ja,Juleferie
2016-12-30,Kvernevik skole,Nei,Nei,Ja,Juleferie
2016-12-31,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-01-01,Kvernevik skole,Nei,Nei,Nei,1. Nyttårsdag
2017-01-02,Kvernevik skole,Ja,Ja,Ja,
2017-01-03,Kvernevik skole,Ja,Ja,Ja,
2017-01-04,Kvernevik skole,Ja,Ja,Ja,
2017-01-05,Kvernevik skole,Ja,Ja,Ja,
2017-01-06,Kvernevik skole,Ja,Ja,Ja,
2017-01-07,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-01-08,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-01-09,Kvernevik skole,Ja,Ja,Ja,
2017-01-10,Kvernevik skole,Ja,Ja,Ja,
2017-01-11,Kvernevik skole,Ja,Ja,Ja,
2017-01-12,Kvernevik skole,Ja,Ja,Ja,
2017-01-13,Kvernevik skole,Ja,Ja,Ja,
2017-01-14,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-01-15,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-01-16,Kvernevik skole,Ja,Ja,Ja,
2017-01-17,Kvernevik skole,Ja,Ja,Ja,
2017-01-18,Kvernevik skole,Ja,Ja,Ja,
2017-01-19,Kvernevik skole,Ja,Ja,Ja,
2017-01-20,Kvernevik skole,Ja,Ja,Ja,
2017-01-21,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-01-22,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-01-23,Kvernevik skole,Ja,Ja,Ja,
2017-01-24,Kvernevik skole,Ja,Ja,Ja,
2017-01-25,Kvernevik skole,Ja,Ja,Ja,
2017-01-26,Kvernevik skole,Ja,Ja,Ja,
2017-01-27,Kvernevik skole,Ja,Ja,Ja,
2017-01-28,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-01-29,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-01-30,Kvernevik skole,Ja,Ja,Ja,
2017-01-31,Kvernevik skole,Ja,Ja,Ja,
2017-02-01,Kvernevik skole,Ja,Ja,Ja,
2017-02-02,Kvernevik skole,Ja,Ja,Ja,
2017-02-03,Kvernevik skole,Ja,Ja,Ja,
2017-02-04,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-02-05,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-02-06,Kvernevik skole,Ja,Ja,Ja,
2017-02-07,Kvernevik skole,Ja,Ja,Ja,
2017-02-08,Kvernevik skole,Ja,Ja,Ja,
2017-02-09,Kvernevik skole,Ja,Ja,Ja,
2017-02-10,Kvernevik skole,Ja,Ja,Ja,
2017-02-11,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-02-12,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-02-13,Kvernevik skole,Ja,Ja,Ja,
2017-02-14,Kvernevik skole,Ja,Ja,Ja,
2017-02-15,Kvernevik skole,Ja,Ja,Ja,
2017-02-16,Kvernevik skole,Ja,Ja,Ja,
2017-02-17,Kvernevik skole,Ja,Ja,Ja,
2017-02-18,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-02-19,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-02-20,Kvernevik skole,Ja,Ja,Ja,
2017-02-21,Kvernevik skole,Ja,Ja,Ja,
2017-02-22,Kvernevik skole,Ja,Ja,Ja,
2017-02-23,Kvernevik skole,Ja,Ja,Ja,
2017-02-24,Kvernevik skole,Ja,Ja,Ja,
2017-02-25,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-02-26,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-02-27,Kvernevik skole,Nei,Nei,Ja,Vinterferie
2017-02-28,Kvernevik skole,Nei,Nei,Ja,Vinterferie
2017-03-01,Kvernevik skole,Nei,Nei,Ja,Vinterferie
2017-03-02,Kvernevik skole,Nei,Nei,Ja,Vinterferie
2017-03-03,Kvernevik skole,Nei,Nei,Ja,Vinterferie
2017-03-04,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-03-05,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-03-06,Kvernevik skole,Ja,Ja,Ja,
2017-03-07,Kvernevik skole,Ja,Ja,Ja,
2017-03-08,Kvernevik skole,Ja,Ja,Ja,
2017-03-09,Kvernevik skole,Ja,Ja,Ja,
2017-03-10,Kvernevik skole,Ja,Ja,Ja,
2017-03-11,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-03-12,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-03-13,Kvernevik skole,Ja,Ja,Ja,
2017-03-14,Kvernevik skole,Ja,Ja,Ja,
2017-03-15,Kvernevik skole,Ja,Ja,Ja,
2017-03-16,Kvernevik skole,Ja,Ja,Ja,
2017-03-17,Kvernevik skole,Ja,Ja,Ja,
2017-03-18,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-03-19,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-03-20,Kvernevik skole,Ja,Ja,Ja,
2017-03-21,Kvernevik skole,Ja,Ja,Ja,
2017-03-22,Kvernevik skole,Ja,Ja,Ja,
2017-03-23,Kvernevik skole,Ja,Ja,Ja,
2017-03-24,Kvernevik skole,Ja,Ja,Ja,
2017-03-25,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-03-26,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-03-27,Kvernevik skole,Ja,Ja,Ja,
2017-03-28,Kvernevik skole,Ja,Ja,Ja,
2017-03-29,Kvernevik skole,Ja,Ja,Ja,
2017-03-30,Kvernevik skole,Ja,Ja,Ja,
2017-03-31,Kvernevik skole,Ja,Ja,Ja,
2017-04-01,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-04-02,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-04-03,Kvernevik skole,Ja,Ja,Ja,
2017-04-04,Kvernevik skole,Ja,Ja,Ja,
2017-04-05,Kvernevik skole,Ja,Ja,Ja,
2017-04-06,Kvernevik skole,Ja,Ja,Ja,
2017-04-07,Kvernevik skole,Ja,Ja,Ja,
2017-04-08,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-04-09,Kvernevik skole,Nei,Nei,Nei,Palmesøndag
2017-04-10,Kvernevik skole,Nei,Nei,Ja,Påskeferie
2017-04-11,Kvernevik skole,Nei,Nei,Ja,Påskeferie
2017-04-12,Kvernevik skole,Nei,Nei,Ja,Påskeferie
2017-04-13,Kvernevik skole,Nei,Nei,Nei,Skjærtorsdag
2017-04-14,Kvernevik skole,Nei,Nei,Nei,Langfredag
2017-04-15,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-04-16,Kvernevik skole,Nei,Nei,Nei,1. påskedag
2017-04-17,Kvernevik skole,Nei,Nei,Nei,2. påskedag
2017-04-18,Kvernevik skole,Nei,Ja,Ja,Planleggingsdag
2017-04-19,Kvernevik skole,Ja,Ja,Ja,
2017-04-20,Kvernevik skole,Ja,Ja,Ja,
2017-04-21,Kvernevik skole,Ja,Ja,Ja,
2017-04-22,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-04-23,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-04-24,Kvernevik skole,Ja,Ja,Ja,
2017-04-25,Kvernevik skole,Ja,Ja,Ja,
2017-04-26,Kvernevik skole,Ja,Ja,Ja,
2017-04-27,Kvernevik skole,Ja,Ja,Ja,
2017-04-28,Kvernevik skole,Ja,Ja,Ja,
2017-04-29,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-04-30,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-05-01,Kvernevik skole,Nei,Nei,Nei,Off. Høytidsdag
2017-05-02,Kvernevik skole,Ja,Ja,Ja,
2017-05-03,Kvernevik skole,Ja,Ja,Ja,
2017-05-04,Kvernevik skole,Ja,Ja,Ja,
2017-05-05,Kvernevik skole,Ja,Ja,Ja,
2017-05-06,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-05-07,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-05-08,Kvernevik skole,Ja,Ja,Ja,
2017-05-09,Kvernevik skole,Ja,Ja,Ja,
2017-05-10,Kvernevik skole,Ja,Ja,Ja,
2017-05-11,Kvernevik skole,Ja,Ja,Ja,
2017-05-12,Kvernevik skole,Ja,Ja,Ja,
2017-05-13,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-05-14,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-05-15,Kvernevik skole,Ja,Ja,Ja,
2017-05-16,Kvernevik skole,Ja,Ja,Ja,
2017-05-17,Kvernevik skole,Nei,Nei,Nei,Grunnlovsdag
2017-05-18,Kvernevik skole,Ja,Ja,Ja,
2017-05-19,Kvernevik skole,Ja,Ja,Ja,
2017-05-20,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-05-21,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-05-22,Kvernevik skole,Ja,Ja,Ja,
2017-05-23,Kvernevik skole,Ja,Ja,Ja,
2017-05-24,Kvernevik skole,Ja,Ja,Ja,
2017-05-25,Kvernevik skole,Nei,Nei,Nei,Kristi Himmelfartsdag
2017-05-26,Kvernevik skole,Nei,Nei,Nei,Planleggingsdag
2017-05-27,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-05-28,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-05-29,Kvernevik skole,Ja,Ja,Ja,
2017-05-30,Kvernevik skole,Ja,Ja,Ja,
2017-05-31,Kvernevik skole,Ja,Ja,Ja,
2017-06-01,Kvernevik skole,Ja,Ja,Ja,
2017-06-02,Kvernevik skole,Ja,Ja,Ja,
2017-06-03,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-06-04,Kvernevik skole,Nei,Nei,Nei,1. pinsedag
2017-06-05,Kvernevik skole,Nei,Nei,Nei,2. pinsedag
2017-06-06,Kvernevik skole,Ja,Ja,Ja,
2017-06-07,Kvernevik skole,Ja,Ja,Ja,
2017-06-08,Kvernevik skole,Ja,Ja,Ja,
2017-06-09,Kvernevik skole,Ja,Ja,Ja,
2017-06-10,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-06-11,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-06-12,Kvernevik skole,Ja,Ja,Ja,
2017-06-13,Kvernevik skole,Ja,Ja,Ja,
2017-06-14,Kvernevik skole,Ja,Ja,Ja,
2017-06-15,Kvernevik skole,Ja,Ja,Ja,
2017-06-16,Kvernevik skole,Ja,Ja,Ja,
2017-06-17,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-06-18,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-06-19,Kvernevik skole,Ja,Ja,Ja,
2017-06-20,Kvernevik skole,Ja,Ja,Ja,
2017-06-21,Kvernevik skole,Ja,Ja,Ja,siste skoledag
2017-06-22,Kvernevik skole,Nei,Ja,Ja,Planleggingsdag
2017-06-23,Kvernevik skole,Nei,Nei,Ja,
2017-06-24,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-06-25,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-06-26,Kvernevik skole,Nei,Nei,Ja,
2017-06-27,Kvernevik skole,Nei,Nei,Ja,
2017-06-28,Kvernevik skole,Nei,Nei,Ja,
2017-06-29,Kvernevik skole,Nei,Nei,Ja,siste dag - sfo
2017-06-30,Kvernevik skole,Nei,Nei,Nei,Planleggingsdag
2017-07-01,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-07-02,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-07-03,Kvernevik skole,Nei,Nei,Nei,
2017-07-04,Kvernevik skole,Nei,Nei,Nei,
2017-07-05,Kvernevik skole,Nei,Nei,Nei,
2017-07-06,Kvernevik skole,Nei,Nei,Nei,
2017-07-07,Kvernevik skole,Nei,Nei,Nei,
2017-07-08,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-07-09,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-07-10,Kvernevik skole,Nei,Nei,Nei,
2017-07-11,Kvernevik skole,Nei,Nei,Nei,
2017-07-12,Kvernevik skole,Nei,Nei,Nei,
2017-07-13,Kvernevik skole,Nei,Nei,Nei,
2017-07-14,Kvernevik skole,Nei,Nei,Nei,
2017-07-15,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-07-16,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-07-17,Kvernevik skole,Nei,Nei,Nei,
2017-07-18,Kvernevik skole,Nei,Nei,Nei,
2017-07-19,Kvernevik skole,Nei,Nei,Nei,
2017-07-20,Kvernevik skole,Nei,Nei,Nei,
2017-07-21,Kvernevik skole,Nei,Nei,Nei,
2017-07-22,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-07-23,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-07-24,Kvernevik skole,Nei,Nei,Nei,
2017-07-25,Kvernevik skole,Nei,Nei,Nei,
2017-07-26,Kvernevik skole,Nei,Nei,Nei,
2017-07-27,Kvernevik skole,Nei,Nei,Nei,
2017-07-28,Kvernevik skole,Nei,Nei,Nei,
2017-07-29,Kvernevik skole,Nei,Nei,Nei,Lørdag
2017-07-30,Kvernevik skole,Nei,Nei,Nei,Søndag
2017-07-31,Kvernevik skole,Nei,Nei,Nei,
2016-08-01,Lassa skole,Nei,Nei,Nei,Planleggingsdag
2016-08-02,Lassa skole,Nei,Nei,Nei,Planleggingsdag
2016-08-03,Lassa skole,Nei,Nei,Ja,første dag - sfo
2016-08-04,Lassa skole,Nei,Nei,Ja,
2016-08-05,Lassa skole,Nei,Nei,Ja,
2016-08-06,Lassa skole,Nei,Nei,Nei,Lørdag
2016-08-07,Lassa skole,Nei,Nei,Nei,Søndag
2016-08-08,Lassa skole,Nei,Nei,Ja,
2016-08-09,Lassa skole,Nei,Nei,Ja,
2016-08-10,Lassa skole,Nei,Nei,Ja,
2016-08-11,Lassa skole,Nei,Nei,Ja,
2016-08-12,Lassa skole,Nei,Nei,Ja,
2016-08-13,Lassa skole,Nei,Nei,Nei,Lørdag
2016-08-14,Lassa skole,Nei,Nei,Nei,Søndag
