Dato,Skole ,Elevdag ,SFOdag ,Kommentar 
30.08.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
31.08.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
01.09.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
02.09.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
03.09.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
04.09.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
05.09.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
06.09.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
07.09.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
08.09.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
09.09.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
10.09.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
11.09.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
12.09.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
13.09.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
14.09.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
15.09.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
16.09.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
17.09.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
18.09.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
19.09.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
20.09.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
21.09.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
22.09.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
23.09.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
24.09.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
25.09.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
26.09.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
27.09.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
28.09.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
29.09.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
30.09.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
01.10.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
02.10.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
03.10.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
04.10.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
05.10.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
06.10.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
07.10.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
08.10.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
09.10.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
10.10.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Høstferie
11.10.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Høstferie
12.10.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Høstferie
13.10.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Høstferie
14.10.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Høstferie
15.10.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
16.10.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
17.10.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
18.10.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
19.10.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
20.10.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
21.10.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
22.10.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
23.10.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
24.10.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
25.10.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
26.10.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
27.10.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
28.10.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
29.10.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
30.10.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
31.10.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
01.11.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
02.11.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
03.11.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
04.11.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
05.11.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
06.11.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
07.11.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
08.11.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
09.11.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
10.11.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
11.11.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
12.11.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
13.11.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
14.11.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
15.11.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
16.11.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
17.11.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
18.11.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Planleggingsdag
19.11.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
20.11.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
21.11.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
22.11.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
23.11.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
24.11.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
25.11.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
26.11.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
27.11.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
28.11.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
29.11.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
30.11.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
01.12.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
02.12.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
03.12.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
04.12.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
05.12.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
06.12.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
07.12.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
08.12.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
09.12.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
10.12.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
11.12.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
12.12.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
13.12.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
14.12.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
15.12.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
16.12.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
17.12.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
18.12.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
19.12.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
20.12.2016,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
21.12.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Juleferie
22.12.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Juleferie
23.12.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Juleferie
24.12.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
25.12.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
26.12.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Juleferie
27.12.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Juleferie
28.12.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Juleferie
29.12.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Juleferie
30.12.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Juleferie
31.12.2016,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
01.01.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
02.01.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Planleggingsdag
03.01.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
04.01.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
05.01.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
06.01.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
07.01.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
08.01.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
09.01.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
10.01.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
11.01.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
12.01.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
13.01.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
14.01.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
15.01.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
16.01.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
17.01.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
18.01.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
19.01.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
20.01.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
21.01.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
22.01.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
23.01.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
24.01.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
25.01.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
26.01.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
27.01.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
28.01.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
29.01.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
30.01.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
31.01.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
01.02.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
02.02.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
03.02.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
04.02.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
05.02.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
06.02.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
07.02.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
08.02.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
09.02.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
10.02.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
11.02.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
12.02.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
13.02.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
14.02.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
15.02.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
16.02.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
17.02.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
18.02.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
19.02.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
20.02.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
21.02.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
22.02.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
23.02.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
24.02.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
25.02.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
26.02.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
27.02.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Vinterferie 
28.02.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Vinterferie 
01.03.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Vinterferie 
02.03.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Vinterferie 
03.03.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Vinterferie 
04.03.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
05.03.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
06.03.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
07.03.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
08.03.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
09.03.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
10.03.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
11.03.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
12.03.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
13.03.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
14.03.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
15.03.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
16.03.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
17.03.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
18.03.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
19.03.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
20.03.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
21.03.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
22.03.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
23.03.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
24.03.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
25.03.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
26.03.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
27.03.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
28.03.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
29.03.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
30.03.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
31.03.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
01.04.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
02.04.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
03.04.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
04.04.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
05.04.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
06.04.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
07.04.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
08.04.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
09.04.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
10.04.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Påskeferie
11.04.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Påskeferie
12.04.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Påskeferie
13.04.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Påskeferie
14.04.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Påskeferie
15.04.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
16.04.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
17.04.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Påskeferie
18.04.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
19.04.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
20.04.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
21.04.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
22.04.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
23.04.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
24.04.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
25.04.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
26.04.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
27.04.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
28.04.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
29.04.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
30.04.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
01.05.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Off.fridag 
02.05.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
03.05.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
04.05.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
05.05.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
06.05.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
07.05.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
08.05.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
09.05.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
10.05.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
11.05.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
12.05.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
13.05.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
14.05.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
15.05.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
16.05.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
17.05.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Grunnlovsdag 
18.05.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
19.05.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
20.05.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
21.05.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
22.05.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
23.05.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
24.05.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
25.05.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Kr.H.f
26.05.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Fridag 
27.05.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
28.05.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
29.05.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
30.05.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
31.05.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
01.06.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
02.06.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
03.06.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
04.06.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
05.06.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,2.pinsedag 
06.06.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
07.06.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
08.06.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
09.06.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
10.06.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
11.06.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
12.06.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
13.06.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
14.06.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
15.06.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
16.06.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
17.06.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
18.06.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
19.06.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
20.06.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
21.06.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
22.06.2017,Gjesdal ungdomsskole,Ja,Ikke tilgjengelig 
23.06.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie 
24.06.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
25.06.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
26.06.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie 
27.06.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie
28.06.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie
29.06.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie
30.06.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie 
01.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
02.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
03.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie 
04.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie
05.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie
06.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie
07.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie 
08.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
09.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
10.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie 
11.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie
12.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie
13.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie
14.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie 
15.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
16.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
17.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie 
18.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie
19.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie
20.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie
21.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie 
22.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
23.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
24.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie 
25.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie
26.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie
27.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie
28.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie 
29.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Lørdag 
30.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Søndag 
31.07.2017,Gjesdal ungdomsskole,Nei,Ikke tilgjengelig ,Sommerferie 
01.06.2016,Oltedal skole,Ja,Ja,1
02.06.2016,Oltedal skole,Ja,Ja,1
03.06.2016,Oltedal skole,Ja,Ja,1
04.06.2016,Oltedal skole,Nei,Nei,Lørdag 
05.06.2016,Oltedal skole,Nei,Nei,Søndag 
